utr_id,upi_id,mobile_number,is_fake
00000421064235074238,9882714629@okhdfcbank,9882714629,1
00000421064235141142,9189592676@axl,9189592676,1
202504210642353127,9533148791@okicici,9533148791,1
20250421064235656693,9402314068@ybl,9402314068,0
20250421064235334867,9512340864@okicici,9512340864,0
00000421064235062372,9113151799@okhdfcbank,9113151799,1
69300751,9992010694@okicici,9992010694,1
20250421064235867022,9238541437@okicici,9238541437,0
20250421064235609532,9771277858@okicici,9771277858,0
883198412280,9476947263@okhdfcbank,9476947263,1
20250421064235983403,9209306674@okaxis,9209306674,0
57790319,9160103050@ybl,9160103050,1
2025042106423548844,9326770249@ibl,9326770249,1
7973481630,9529236352@axl,9529236352,1
20250421064235387553,9662315875@okhdfcbank,9662315875,0
20250421064235791077,9068287900@ybl,9068287900,0
20250421064235935415,9005110747@axl,9005110747,0
20250421064235622762ZZ,9329733508@ibl,9329733508,1
33151431,9811853902@okaxis,9811853902,1
202504210642351820,9890865850@ybl,9890865850,1
20250421064235432957,9742241691@axl,9742241691,0
20250421064235266332,9071548847@ibl,9071548847,0
20250421064235072147X,9323883816@axl,9323883816,1
20250421064235416909,9136016014@axl,9136016014,0
20250421064235961377ZZ,9182501776@okicici,9182501776,1
00000421064235825089,9898094694@ybl,9898094694,1
00000421064235598540,9989653542@okhdfcbank,9989653542,1
20250421064235125266,9404472208@ybl,9404472208,0
00000421064235826403,9227105397@okicici,9227105397,1
00000421064235418407,9439641856@ybl,9439641856,1
20250421064235465293,9889633222@ibl,9889633222,0
00000421064235329058,9032859596@ibl,9032859596,1
20250421064235066494,9587669439@okaxis,9587669439,0
75605963,9186202272@okaxis,9186202272,1
20250421064235948345ZZ,9818071135@okicici,9818071135,1
20250421064235668797,9564012611@axl,9564012611,0
20250421064235357686,9953199980@okhdfcbank,9953199980,0
20250421064235621650,9502680272@axl,9502680272,0
20250421064235397293,9688239877@ybl,9688239877,0
20250421064235163354,9906986793@okicici,9906986793,0
20250421064235745540,9008708686@okhdfcbank,9008708686,0
85584587,9239634861@okicici,9239634861,1
20250421064235906456,9754950564@okicici,9754950564,0
06569162967,9671951865@okicici,9671951865,1
20250421064235957094,9105498385@ibl,9105498385,0
20250421064235762853,9949934819@ybl,9949934819,0
587492444561,9627650680@ybl,9627650680,1
20250421064235817395,9306958373@okicici,9306958373,0
20250421064235871618,9422995714@okicici,9422995714,0
202504210642350635,9363562700@ybl,9363562700,1
00000421064235604897,9583917180@ibl,9583917180,1
00000421064235762504,9281813561@axl,9281813561,1
3421895405,9492054742@ybl,9492054742,1
20250421064235416993,9948706550@ibl,9948706550,0
20250421064235559189,9725347588@ibl,9725347588,0
20250421064235968102,9255952771@okaxis,9255952771,0
001734977,9485096901@axl,9485096901,1
20250421064235986297,9819684172@ibl,9819684172,0
20250421064235914518,9676811528@okicici,9676811528,0
20250421064235372602,9502115876@okhdfcbank,9502115876,0
20250421064235144666,9986330525@okaxis,9986330525,0
00000421064235947337,9586493233@ybl,9586493233,1
20250421064235315367,9462450827@okicici,9462450827,0
20250421064235275200X,9433159143@okaxis,9433159143,1
20250421064235733051,9144890789@okicici,9144890789,0
20250421064235927164,9427695131@ibl,9427695131,0
00000421064235776381,9897244516@axl,9897244516,1
20250421064235368090,9816328189@ybl,9816328189,0
20250421064235114996,9481243263@okicici,9481243263,0
20250421064235130052#,9355796364@okhdfcbank,9355796364,1
20250421064235004930,9244096211@okicici,9244096211,0
20250421064235827377#,9873623852@okicici,9873623852,1
20250421064235983,9711851768@ibl,9711851768,1
20250421064235609953,9440207010@ibl,9440207010,0
20250421064235392501X,9105830046@ybl,9105830046,1
6358215077,9365475784@ybl,9365475784,1
20250421064235587802,9202064807@okaxis,9202064807,0
20250421064235972458,9034988911@ibl,9034988911,0
20250421064235574417,9684116419@ibl,9684116419,0
20250421064235998639,9936954443@ybl,9936954443,0
00000421064235583215,9763416026@axl,9763416026,1
20250421064235118774,9680782456@ibl,9680782456,0
00000421064235375633,9277110091@ybl,9277110091,1
2025042106423579865,9555477483@okicici,9555477483,1
20250421064235490234,9823856605@axl,9823856605,0
20250421064235742131#,9502388282@okaxis,9502388282,1
20250421064235652933,9773484772@okaxis,9773484772,0
202504210642350891,9382246612@okicici,9382246612,1
20250421064235544550,9706309219@axl,9706309219,0
20250421064235529364,9689524524@okaxis,9689524524,0
20250421064235235087,9506481977@ybl,9506481977,0
20250421064235412430,9990297380@okhdfcbank,9990297380,0
20250421064235918,9148481880@ibl,9148481880,1
20250421064235692139,9821253146@okicici,9821253146,0
20250421064235073065,9836495899@okicici,9836495899,0
2025042106423533636,9436125252@okaxis,9436125252,1
75193041320,9768457042@okhdfcbank,9768457042,1
20250421064235368002X,9887439774@okhdfcbank,9887439774,1
2025042106423573432,9301932284@okaxis,9301932284,1
2025042106423512631,9199839598@axl,9199839598,1
20250421064235134098ZZ,9713442726@axl,9713442726,1
20250421064235408,9531158636@axl,9531158636,1
00000421064235785213,9791933881@okicici,9791933881,1
20250421064235328110,9112379462@ybl,9112379462,0
20250421064235388448,9132948183@axl,9132948183,0
20250421064235447911,9307478659@okhdfcbank,9307478659,0
2025042106423542137,9972384746@okhdfcbank,9972384746,1
20250421064235791651,9931079130@okaxis,9931079130,0
202504210642358582,9289509226@axl,9289509226,1
00000421064235079452,9911397257@axl,9911397257,1
00000421064235217725,9929169745@ibl,9929169745,1
20250421064235087419,9487932529@axl,9487932529,0
20250421064235444689,9057546181@ybl,9057546181,0
20250421064235479327,9631218827@axl,9631218827,0
20250421064235132995,9173658961@okicici,9173658961,0
20250421064235914515,9057643879@ybl,9057643879,0
20250421064235143489,9423431280@axl,9423431280,0
20250421064235447242X,9428385134@okicici,9428385134,1
20250421064235096299,9866270287@okicici,9866270287,0
20250421064235666518X,9585520818@okicici,9585520818,1
20250421064235791552,9880728259@okhdfcbank,9880728259,0
20250421064235965572,9078307721@okaxis,9078307721,0
20250421064235814495,9791574570@ybl,9791574570,0
054230881,9640790693@ybl,9640790693,1
20250421064235756303,9913383849@ybl,9913383849,0
20250421064235316,9440039514@ybl,9440039514,1
00000421064235375733,9379387692@okhdfcbank,9379387692,1
577783139024,9701531219@axl,9701531219,1
20250421064235541743,9742157819@okaxis,9742157819,0
20250421064235851039,9727095342@ybl,9727095342,0
20250421064235713643,9482864745@ybl,9482864745,0
20250421064235289077X,9049443530@okicici,9049443530,1
20250421064235500483,9902616088@okhdfcbank,9902616088,0
202504210642355663,9854272634@axl,9854272634,1
20250421064235977024,9607794993@okaxis,9607794993,0
20250421064235299119,9163341654@okhdfcbank,9163341654,0
20250421064235944797,9956087896@okicici,9956087896,0
20250421064235650736,9066377560@okaxis,9066377560,0
20250421064235082584,9946891809@ibl,9946891809,0
78873829431,9489752283@axl,9489752283,1
20250421064235916934,9769050931@okhdfcbank,9769050931,0
20250421064235615177,9305669187@ibl,9305669187,0
20250421064235674822,9319094838@ybl,9319094838,0
20250421064235922762X,9841987753@okicici,9841987753,1
00000421064235354433,9259738802@ibl,9259738802,1
20250421064235889410,9582256327@ibl,9582256327,0
20250421064235153424,9872859181@okhdfcbank,9872859181,0
20250421064235537,9269438348@axl,9269438348,1
20250421064235149504,9446514403@axl,9446514403,0
2025042106423528816,9612347637@axl,9612347637,1
60609699,9937803654@ybl,9937803654,1
00000421064235410315,9910860565@axl,9910860565,1
202504210642351890,9475979584@okicici,9475979584,1
2025042106423516637,9834735437@okaxis,9834735437,1
20250421064235760181,9657924653@okaxis,9657924653,0
20250421064235332168,9008395836@okhdfcbank,9008395836,0
20250421064235470820,9218786779@okaxis,9218786779,0
00000421064235660569,9527500843@okicici,9527500843,1
20250421064235996,9911019473@axl,9911019473,1
20250421064235102971,9167727445@axl,9167727445,0
20250421064235465385#,9799101344@okicici,9799101344,1
20250421064235662655,9651654383@okhdfcbank,9651654383,0
00000421064235881717,9516898765@okicici,9516898765,1
20250421064235814005,9360546314@ybl,9360546314,0
202504210642357483,9225819457@ibl,9225819457,1
20250421064235036174,9383289649@ybl,9383289649,0
20250421064235120080,9908233087@axl,9908233087,0
20250421064235334955#,9418983593@axl,9418983593,1
20250421064235062796,9834526660@okhdfcbank,9834526660,0
202504210642352217,9923818074@axl,9923818074,1
202504210642356342,9303620592@okaxis,9303620592,1
3699994855,9817757119@axl,9817757119,1
20250421064235809368,9516508220@okaxis,9516508220,0
3494231890,9428064671@ibl,9428064671,1
444937659810,9999323055@okicici,9999323055,1
449910178,9470684425@okaxis,9470684425,1
20250421064235024496,9981537711@ibl,9981537711,0
26750292,9489333090@ybl,9489333090,1
20250421064235649,9944971612@ibl,9944971612,1
20250421064235184528#,9595953593@okicici,9595953593,1
20250421064235318488,9089377965@okaxis,9089377965,0
00000421064235812858,9024756351@okaxis,9024756351,1
00000421064235750690,9431425730@ibl,9431425730,1
20250421064235761873,9914942852@ybl,9914942852,0
00000421064235733918,9146231541@okaxis,9146231541,1
202504210642351276,9209521903@ibl,9209521903,1
20250421064235043422,9025874607@ybl,9025874607,0
20250421064235391752,9239685010@okhdfcbank,9239685010,0
20250421064235183544,9355646919@ibl,9355646919,0
20250421064235464812,9157511007@axl,9157511007,0
20250421064235416737,9926760947@ybl,9926760947,0
00000421064235030336,9230517947@okaxis,9230517947,1
20250421064235970611,9184812900@axl,9184812900,0
00000421064235066025,9360050932@ybl,9360050932,1
20250421064235928982X,9927262603@axl,9927262603,1
2025042106423559262,9245875021@okhdfcbank,9245875021,1
20250421064235458687ZZ,9824224254@okhdfcbank,9824224254,1
27421325299,9346613505@ibl,9346613505,1
20250421064235130106,9597485694@ybl,9597485694,0
20250421064235505648,9344287549@okicici,9344287549,0
20250421064235293442#,9315173116@ibl,9315173116,1
00000421064235397596,9470313001@okaxis,9470313001,1
20250421064235437358,9391731775@okaxis,9391731775,0
20250421064235742972,9631917552@axl,9631917552,0
20250421064235515067,9133290046@okhdfcbank,9133290046,0
20250421064235491443,9734979875@okaxis,9734979875,0
202504210642351308,9652545403@ybl,9652545403,1
202504210642357982,9126804321@axl,9126804321,1
202504210642355943,9097069121@ibl,9097069121,1
20250421064235598883,9596259439@okhdfcbank,9596259439,0
00000421064235772758,9050772976@okicici,9050772976,1
20250421064235314898,9765219626@ybl,9765219626,0
00000421064235267606,9996737726@ybl,9996737726,1
20250421064235097669,9419112119@ybl,9419112119,0
00000421064235145077,9263686499@ybl,9263686499,1
20250421064235367010,9987518702@axl,9987518702,0
00000421064235466487,9461501085@ibl,9461501085,1
2025042106423546496,9577982967@okicici,9577982967,1
00000421064235880197,9512273409@ybl,9512273409,1
20250421064235672210,9273420729@axl,9273420729,0
20250421064235581951,9383587631@okicici,9383587631,0
20250421064235358263,9426923485@okaxis,9426923485,0
20250421064235117005,9497261858@ibl,9497261858,0
20250421064235867576ZZ,9483929737@okicici,9483929737,1
20250421064235432,9722906734@ibl,9722906734,1
20250421064235180203,9246541594@okaxis,9246541594,0
253708992,9560330128@okicici,9560330128,1
856156263,9127980612@okaxis,9127980612,1
00000421064235890113,9586917552@ybl,9586917552,1
20250421064235150898,9002632466@okhdfcbank,9002632466,0
20250421064235825847,9315499725@okaxis,9315499725,0
68103164,9980804210@okhdfcbank,9980804210,1
20250421064235057490X,9226767530@okhdfcbank,9226767530,1
20250421064235111008,9552540109@ibl,9552540109,0
20250421064235355693,9811335714@okicici,9811335714,0
20250421064235361479,9051864076@okhdfcbank,9051864076,0
2025042106423577383,9977936031@ybl,9977936031,1
20250421064235294400,9531302000@axl,9531302000,0
00000421064235597527,9461946639@okicici,9461946639,1
20250421064235552282#,9660060927@ibl,9660060927,1
20250421064235738999,9498832154@ybl,9498832154,0
20250421064235267907,9422398114@okaxis,9422398114,0
20250421064235819549,9523977989@ybl,9523977989,0
20250421064235846094,9559917791@ibl,9559917791,0
20250421064235758761X,9248176122@okaxis,9248176122,1
20250421064235123803ZZ,9089125886@okhdfcbank,9089125886,1
20250421064235883240,9911978179@okicici,9911978179,0
20250421064235909629ZZ,9237930074@okaxis,9237930074,1
20250421064235248632,9537748527@okicici,9537748527,0
20250421064235511239,9475481221@okicici,9475481221,0
202504210642351694,9311661810@okhdfcbank,9311661810,1
20250421064235170702ZZ,9814999346@okicici,9814999346,1
914037754,9798680738@axl,9798680738,1
20250421064235091846,9790053087@okhdfcbank,9790053087,0
20250421064235680162,9158321613@okaxis,9158321613,0
00000421064235896595,9536509778@okaxis,9536509778,1
20250421064235952958,9152846713@ybl,9152846713,0
20250421064235741899,9471868702@okicici,9471868702,0
20250421064235331549,9880383213@axl,9880383213,0
00000421064235522610,9964011925@ibl,9964011925,1
20250421064235978,9470956345@ibl,9470956345,1
20250421064235280688,9098270980@ybl,9098270980,0
20250421064235483059ZZ,9001614772@okaxis,9001614772,1
06955432408,9727394032@okicici,9727394032,1
20250421064235370525,9894567848@okaxis,9894567848,0
20250421064235974093,9364864365@axl,9364864365,0
20250421064235050014,9677122805@axl,9677122805,0
202504210642355970,9119931442@ibl,9119931442,1
20250421064235416325,9847685887@okhdfcbank,9847685887,0
20250421064235244025,9006030046@ibl,9006030046,0
20547187,9520403021@ybl,9520403021,1
00000421064235435873,9995353737@okicici,9995353737,1
00000421064235525199,9761422851@okicici,9761422851,1
202504210642352309,9600291870@okaxis,9600291870,1
2650691749,9022953917@axl,9022953917,1
202504210642353891,9392362654@ibl,9392362654,1
20250421064235406443,9454374464@okicici,9454374464,0
00000421064235430740,9264580970@axl,9264580970,1
20250421064235919179,9824092154@axl,9824092154,0
20250421064235131430,9033346017@axl,9033346017,0
20250421064235239,9413985804@okicici,9413985804,1
317279609,9745413099@ibl,9745413099,1
79030342,9345307720@ibl,9345307720,1
20250421064235897,9267711783@okicici,9267711783,1
20250421064235330709,9339141319@ibl,9339141319,0
202504210642354674,9702092670@ybl,9702092670,1
00000421064235962441,9765081586@axl,9765081586,1
20250421064235640840,9236172818@ybl,9236172818,0
00000421064235060703,9980854227@okicici,9980854227,1
00000421064235460155,9130370267@ybl,9130370267,1
00000421064235306114,9242399159@ybl,9242399159,1
20250421064235227325,9132514032@okaxis,9132514032,0
20250421064235690089ZZ,9637229248@okhdfcbank,9637229248,1
810555378734,9873198379@ybl,9873198379,1
30573289,9967196886@ibl,9967196886,1
20250421064235682303,9526244468@okhdfcbank,9526244468,0
20250421064235428830,9630745197@okaxis,9630745197,0
20250421064235903518X,9386847094@okicici,9386847094,1
2091846354,9237400158@okicici,9237400158,1
20250421064235669753,9050924243@okhdfcbank,9050924243,0
20250421064235265328,9694884896@axl,9694884896,0
00000421064235329426,9173963209@ibl,9173963209,1
20250421064235452651,9253526285@ybl,9253526285,0
20250421064235515922,9486074282@okaxis,9486074282,0
046955193545,9092389353@axl,9092389353,1
20250421064235283116,9792974680@okicici,9792974680,0
20250421064235303132,9122761283@axl,9122761283,0
00000421064235946854,9241999029@ibl,9241999029,1
20250421064235370343,9194563440@okhdfcbank,9194563440,0
20250421064235823367,9248374552@ibl,9248374552,0
20250421064235962975,9524258981@ybl,9524258981,0
20250421064235440998,9764008861@okhdfcbank,9764008861,0
20250421064235617705#,9050883562@axl,9050883562,1
20250421064235978228,9213629733@okaxis,9213629733,0
202504210642358309,9468577269@axl,9468577269,1
23009229807,9208155373@axl,9208155373,1
20250421064235775066,9189274087@okicici,9189274087,0
00000421064235544517,9965889972@okhdfcbank,9965889972,1
20250421064235256452,9030840045@okaxis,9030840045,0
20250421064235199143,9593247377@axl,9593247377,0
20250421064235167448,9545278558@ibl,9545278558,0
20250421064235446800,9313341263@ybl,9313341263,0
20250421064235368313,9976699360@okaxis,9976699360,0
20250421064235197146,9510400719@okicici,9510400719,0
85460509,9469406869@okhdfcbank,9469406869,1
20250421064235332934,9752286189@okhdfcbank,9752286189,0
20250421064235473400,9291850168@okaxis,9291850168,0
20250421064235026458,9003968323@ibl,9003968323,0
20250421064235397074,9599546907@ibl,9599546907,0
20250421064235681426,9303666655@okhdfcbank,9303666655,0
20250421064235803318,9166741062@ibl,9166741062,0
20250421064235002104,9993862040@okaxis,9993862040,0
20250421064235382325X,9164267043@okicici,9164267043,1
20250421064235999937,9731830524@ibl,9731830524,0
2025042106423570601,9601815617@ibl,9601815617,1
157000464,9132621609@ibl,9132621609,1
00000421064235681342,9329159430@axl,9329159430,1
20250421064235493143,9862097170@okicici,9862097170,0
20250421064235189618,9520555661@okicici,9520555661,0
9532220666,9824320641@okhdfcbank,9824320641,1
20250421064235645758ZZ,9627113662@okaxis,9627113662,1
3390133101,9263685728@ibl,9263685728,1
20250421064235196809,9577188430@axl,9577188430,0
20250421064235646878,9851187379@ibl,9851187379,0
2025042106423568392,9681222121@okicici,9681222121,1
00000421064235652832,9636044664@ybl,9636044664,1
20250421064235119025,9460460909@ibl,9460460909,0
20250421064235765571,9824742988@okhdfcbank,9824742988,0
20250421064235821627,9542816711@axl,9542816711,0
20250421064235719,9131782744@ibl,9131782744,1
610578868,9894703910@okhdfcbank,9894703910,1
202504210642352489,9153921333@axl,9153921333,1
64820090598,9541777520@ybl,9541777520,1
20250421064235756586#,9026138039@okhdfcbank,9026138039,1
20250421064235578052,9634677398@ibl,9634677398,0
213076825289,9890777370@axl,9890777370,1
20250421064235098815,9534940052@okicici,9534940052,0
20250421064235231575,9735679098@ybl,9735679098,0
00000421064235840345,9580833781@ibl,9580833781,1
20250421064235438398,9063783062@okaxis,9063783062,0
20250421064235272124,9435016426@okicici,9435016426,0
20250421064235509990,9902152858@okhdfcbank,9902152858,0
00000421064235124915,9730696995@okicici,9730696995,1
20250421064235236193ZZ,9119001554@okhdfcbank,9119001554,1
20250421064235698915,9668500374@okhdfcbank,9668500374,0
202504210642355193,9660686532@okhdfcbank,9660686532,1
2025042106423585215,9305310740@okicici,9305310740,1
20250421064235011851ZZ,9513640559@axl,9513640559,1
20250421064235725437,9659758124@okaxis,9659758124,0
00000421064235204300,9000252708@okaxis,9000252708,1
00000421064235829512,9087245622@ybl,9087245622,1
20250421064235826067,9147049434@axl,9147049434,0
20250421064235601037,9709023671@okicici,9709023671,0
20250421064235695889,9055843422@okhdfcbank,9055843422,0
00000421064235928867,9659609388@axl,9659609388,1
00000421064235827569,9331604117@okaxis,9331604117,1
20250421064235670882,9180699243@okaxis,9180699243,0
20250421064235284543,9651497667@okhdfcbank,9651497667,0
00000421064235818569,9319299626@okhdfcbank,9319299626,1
202504210642351386,9268135997@ibl,9268135997,1
20250421064235386128,9963260381@okicici,9963260381,0
00000421064235135485,9459986541@okaxis,9459986541,1
0227919058,9881979363@ybl,9881979363,1
20250421064235861995,9850796129@axl,9850796129,0
101468969715,9887798894@ibl,9887798894,1
5064325601,9428384742@okaxis,9428384742,1
00000421064235444607,9265252521@okaxis,9265252521,1
20250421064235687605,9414658200@okaxis,9414658200,0
20250421064235231268,9848978156@ibl,9848978156,0
202504210642355755,9096923674@axl,9096923674,1
202504210642359627,9225462529@okicici,9225462529,1
20250421064235497671,9000716704@okhdfcbank,9000716704,0
20250421064235559714,9903924206@okaxis,9903924206,0
20250421064235636091,9153481429@okhdfcbank,9153481429,0
20250421064235479516,9721476767@okicici,9721476767,0
20250421064235355132,9288672479@okicici,9288672479,0
20250421064235910055,9667268462@okhdfcbank,9667268462,0
20250421064235154212X,9910508711@ibl,9910508711,1
92670413568,9255925805@ibl,9255925805,1
202504210642353701,9634933216@ybl,9634933216,1
13344043080,9680014281@okaxis,9680014281,1
20250421064235911080,9609003168@axl,9609003168,0
20250421064235043348,9449509017@okhdfcbank,9449509017,0
00000421064235713568,9165146887@ibl,9165146887,1
20250421064235571075X,9656914534@axl,9656914534,1
20250421064235354811,9516195230@ibl,9516195230,0
20250421064235062,9104215814@okhdfcbank,9104215814,1
20250421064235502344,9170357522@ibl,9170357522,0
980970201367,9609533388@axl,9609533388,1
20250421064235444536ZZ,9097915875@ybl,9097915875,1
20250421064235681339,9319999783@axl,9319999783,0
20250421064235032435ZZ,9006640589@okicici,9006640589,1
20250421064235841243ZZ,9964478866@okicici,9964478866,1
2025042106423568122,9528685164@okhdfcbank,9528685164,1
20003685,9410732873@okaxis,9410732873,1
2025042106423560956,9383818741@ybl,9383818741,1
20250421064235945099,9326198617@okaxis,9326198617,0
2025042106423580349,9289002233@okaxis,9289002233,1
20250421064235735011,9718637671@ybl,9718637671,0
20250421064235419,9338119974@axl,9338119974,1
77897288258,9980645363@okicici,9980645363,1
00000421064235194073,9293258656@okhdfcbank,9293258656,1
20250421064235341867,9537930787@okaxis,9537930787,0
20250421064235703080,9397967954@okaxis,9397967954,0
20250421064235030600,9700257325@okaxis,9700257325,0
846478089,9034615376@okhdfcbank,9034615376,1
20250421064235315562ZZ,9894199447@okaxis,9894199447,1
20250421064235426038,9037680454@axl,9037680454,0
00000421064235710884,9023385843@okaxis,9023385843,1
2406603971,9790955880@okhdfcbank,9790955880,1
20250421064235716857,9139158193@axl,9139158193,0
00000421064235718709,9744623347@axl,9744623347,1
14023947643,9397658505@okhdfcbank,9397658505,1
00000421064235774365,9514685890@ibl,9514685890,1
932681889,9198598639@ibl,9198598639,1
20250421064235150257#,9702604549@ibl,9702604549,1
202504210642350988,9463434384@ibl,9463434384,1
2025042106423570384,9004321131@okaxis,9004321131,1
20250421064235222,9781910984@okaxis,9781910984,1
20250421064235884219,9378511137@okicici,9378511137,0
20250421064235964280,9781915673@okicici,9781915673,0
20250421064235797686,9897035230@okhdfcbank,9897035230,0
20250421064235807634,9803813969@ibl,9803813969,0
20250421064235632172ZZ,9628637044@okicici,9628637044,1
20250421064235429241,9194680201@okhdfcbank,9194680201,0
85085650824,9908444953@okhdfcbank,9908444953,1
20250421064235985850,9914399217@okicici,9914399217,0
00000421064235276629,9098705451@axl,9098705451,1
20250421064235548376,9025368295@okhdfcbank,9025368295,0
20250421064235465010,9500726410@okhdfcbank,9500726410,0
126205474,9943415384@okicici,9943415384,1
20250421064235032048ZZ,9004324250@okhdfcbank,9004324250,1
2025042106423567414,9089815839@okhdfcbank,9089815839,1
20250421064235125808,9112084140@ybl,9112084140,0
20250421064235019040,9580613948@ybl,9580613948,0
82435414,9090754651@axl,9090754651,1
20250421064235176028#,9887785375@ybl,9887785375,1
20250421064235369,9945535318@okicici,9945535318,1
2025042106423547519,9672176731@ybl,9672176731,1
00000421064235854921,9016656822@okicici,9016656822,1
20250421064235846,9431534239@okaxis,9431534239,1
20250421064235488319,9302381407@okicici,9302381407,0
246381698963,9837133002@axl,9837133002,1
20250421064235723658,9663647366@okaxis,9663647366,0
20250421064235938535,9905527075@okicici,9905527075,0
20250421064235153529,9122485583@ibl,9122485583,0
20250421064235242072,9378057225@axl,9378057225,0
20250421064235642460,9315052399@ybl,9315052399,0
22709355,9477186291@ybl,9477186291,1
35698177430,9419898426@okhdfcbank,9419898426,1
20250421064235901750,9296355159@ibl,9296355159,0
20250421064235477386,9998894017@ibl,9998894017,0
20250421064235697107,9959200343@okhdfcbank,9959200343,0
20250421064235523584,9922004952@okaxis,9922004952,0
20250421064235226299,9503103112@axl,9503103112,0
20250421064235631397X,9058382381@axl,9058382381,1
20250421064235133840,9924444305@okhdfcbank,9924444305,0
20250421064235385503,9948368223@okhdfcbank,9948368223,0
00000421064235077029,9725657202@ybl,9725657202,1
650502738000,9741898808@okaxis,9741898808,1
20250421064235618340,9138416117@axl,9138416117,0
20250421064235579209,9041922456@okhdfcbank,9041922456,0
20250421064235541567ZZ,9858717259@okicici,9858717259,1
00000421064235668875,9835284627@okicici,9835284627,1
20250421064235173461,9535203968@ybl,9535203968,0
20250421064235099079,9865294243@ybl,9865294243,0
20250421064235649070,9229320761@okaxis,9229320761,0
20250421064235573983,9985526036@ybl,9985526036,0
2025042106423576416,9252810700@ybl,9252810700,1
20250421064235896331,9232750136@axl,9232750136,0
20250421064235337813,9945217543@axl,9945217543,0
20250421064235934807,9713485782@okhdfcbank,9713485782,0
00000421064235219756,9574586203@okaxis,9574586203,1
2025042106423588823,9021422178@ibl,9021422178,1
20250421064235984367,9317727089@ybl,9317727089,0
202504210642358437,9294025708@ibl,9294025708,1
20250421064235956263,9362970535@axl,9362970535,0
20250421064235259175,9083686090@axl,9083686090,0
202504210642358723,9514817057@okaxis,9514817057,1
20250421064235633509ZZ,9251168392@ibl,9251168392,1
20250421064235362777,9721824904@ybl,9721824904,0
20250421064235223884,9033953465@okicici,9033953465,0
20250421064235164637,9585796681@okicici,9585796681,0
531747204,9686241015@axl,9686241015,1
20250421064235025143,9800874369@axl,9800874369,0
20250421064235118327,9700515514@okhdfcbank,9700515514,0
20250421064235374816,9770547263@ybl,9770547263,0
330208260435,9249684515@axl,9249684515,1
20250421064235690917,9617059839@okicici,9617059839,0
20250421064235097232,9058406455@axl,9058406455,0
20250421064235613105#,9411771447@ybl,9411771447,1
00000421064235413756,9966487339@ybl,9966487339,1
20250421064235754661#,9734546363@ibl,9734546363,1
20250421064235686172,9654277005@axl,9654277005,0
20250421064235352798,9460491839@okhdfcbank,9460491839,0
20250421064235918334,9388280114@ybl,9388280114,0
20250421064235152532,9698393627@okicici,9698393627,0
20250421064235252442,9585212630@axl,9585212630,0
0891257918,9099715595@ibl,9099715595,1
20250421064235363848ZZ,9511428200@axl,9511428200,1
20250421064235987724X,9469980183@okicici,9469980183,1
20250421064235469,9411415241@okaxis,9411415241,1
00000421064235202486,9455980559@okicici,9455980559,1
20250421064235264593X,9123554479@ibl,9123554479,1
20250421064235041521,9735377436@ybl,9735377436,0
00000421064235197999,9713072112@axl,9713072112,1
2025042106423590295,9890690710@axl,9890690710,1
20250421064235484598,9590376865@ybl,9590376865,0
20250421064235240234,9175739385@axl,9175739385,0
20250421064235363561,9081577241@axl,9081577241,0
20250421064235943901,9693248836@okicici,9693248836,0
202504210642351546,9007048610@ybl,9007048610,1
00000421064235605048,9020258619@okhdfcbank,9020258619,1
593729319,9368342330@okaxis,9368342330,1
20250421064235823418,9848258736@ybl,9848258736,0
77551356,9922703451@okhdfcbank,9922703451,1
20250421064235175079,9692609731@okaxis,9692609731,0
20250421064235442979,9089355410@okaxis,9089355410,0
20250421064235449865,9577535482@okhdfcbank,9577535482,0
20250421064235939844,9794753620@okhdfcbank,9794753620,0
20250421064235970981,9274160800@okhdfcbank,9274160800,0
2025042106423584436,9229108222@okicici,9229108222,1
20250421064235630732,9683094457@okicici,9683094457,0
782237770728,9904404316@okicici,9904404316,1
20250421064235788212,9856894333@okicici,9856894333,0
20250421064235750972#,9042777137@ibl,9042777137,1
20250421064235075807,9785393569@ybl,9785393569,0
20250421064235807219,9709143044@axl,9709143044,0
20250421064235531149,9229589236@axl,9229589236,0
202504210642358098,9561161532@axl,9561161532,1
2025042106423544952,9744223498@okicici,9744223498,1
20250421064235146023,9395255308@okicici,9395255308,0
96355624,9357797573@okaxis,9357797573,1
20250421064235196480,9305105595@axl,9305105595,0
20250421064235031224ZZ,9196197282@ibl,9196197282,1
20250421064235989888,9739011681@axl,9739011681,0
10474982,9449397465@okicici,9449397465,1
20250421064235217942ZZ,9091962760@okaxis,9091962760,1
20250421064235159123,9264242640@ibl,9264242640,0
20250421064235420733ZZ,9285155420@axl,9285155420,1
00000421064235564767,9498303863@okhdfcbank,9498303863,1
20250421064235312964,9390319662@okicici,9390319662,0
20250421064235030594ZZ,9048457577@okicici,9048457577,1
62563326,9127721979@axl,9127721979,1
702835752,9824807521@ybl,9824807521,1
20250421064235385,9852032138@ybl,9852032138,1
4440624670,9874432125@okaxis,9874432125,1
507961580,9418214606@axl,9418214606,1
00000421064235056239,9716204157@ybl,9716204157,1
20250421064235741629#,9861079251@ibl,9861079251,1
00000421064235572785,9359685511@okaxis,9359685511,1
20250421064235306324,9835787059@ibl,9835787059,0
20250421064235035870,9842963984@okhdfcbank,9842963984,0
20250421064235943168ZZ,9317162695@okicici,9317162695,1
20250421064235995989,9496381105@axl,9496381105,0
